"","fecha","num_casos","num_hosp","num_uci","num_def","grupo"
"2646",2021-12-19,493,73,16,21,"70-79"
"2647",2021-12-20,1188,118,17,12,"70-79"
"2648",2021-12-21,1518,101,14,15,"70-79"
"2649",2021-12-22,1618,89,15,12,"70-79"
"2650",2021-12-23,2075,109,7,18,"70-79"
"2651",2021-12-24,1732,104,15,14,"70-79"
"2652",2021-12-25,1131,101,8,19,"70-79"
"2653",2021-12-26,1236,106,10,17,"70-79"
"2654",2021-12-27,3159,158,14,19,"70-79"
"2655",2021-12-28,4138,196,20,18,"70-79"
"2656",2021-12-29,4778,204,17,21,"70-79"
"2657",2021-12-30,5128,174,18,21,"70-79"
"2658",2021-12-31,3624,135,16,19,"70-79"
"2659",2022-01-01,2004,146,23,26,"70-79"
"2660",2022-01-02,2418,160,21,18,"70-79"
"2661",2022-01-03,5032,203,15,35,"70-79"
"2662",2022-01-04,5954,245,19,33,"70-79"
"2663",2022-01-05,6249,222,26,36,"70-79"
"2664",2022-01-06,2812,194,12,24,"70-79"
"2665",2022-01-07,5788,222,22,31,"70-79"
"2666",2022-01-08,3702,234,17,37,"70-79"
"2667",2022-01-09,3036,204,21,25,"70-79"
"2668",2022-01-10,6727,256,28,38,"70-79"
"2669",2022-01-11,6848,268,18,24,"70-79"
"2670",2022-01-12,6245,255,24,41,"70-79"
"2671",2022-01-13,6021,242,22,38,"70-79"
"2672",2022-01-14,5643,258,12,42,"70-79"
"2673",2022-01-15,3464,218,19,37,"70-79"
"2674",2022-01-16,2448,209,18,37,"70-79"
"2675",2022-01-17,5676,280,28,36,"70-79"
"2676",2022-01-18,5410,262,26,42,"70-79"
"2677",2022-01-19,5050,252,18,46,"70-79"
"2678",2022-01-20,4911,273,21,44,"70-79"
"2679",2022-01-21,5016,250,23,41,"70-79"
"2680",2022-01-22,2923,197,17,29,"70-79"
"2681",2022-01-23,2199,186,16,27,"70-79"
"2682",2022-01-24,5289,214,28,40,"70-79"
"2683",2022-01-25,4730,250,24,46,"70-79"
"2684",2022-01-26,4524,222,19,52,"70-79"
"2685",2022-01-27,4159,223,23,47,"70-79"
"2686",2022-01-28,4127,207,22,44,"70-79"
"2687",2022-01-29,2289,194,16,51,"70-79"
"2688",2022-01-30,1646,165,20,41,"70-79"
"2689",2022-01-31,3774,197,22,53,"70-79"
"2690",2022-02-01,3409,201,17,54,"70-79"
"2691",2022-02-02,3166,181,14,41,"70-79"
"2692",2022-02-03,3009,190,23,52,"70-79"
"2693",2022-02-04,2859,190,17,39,"70-79"
"2694",2022-02-05,1628,130,9,38,"70-79"
"2695",2022-02-06,1133,136,17,49,"70-79"
"2696",2022-02-07,2781,166,19,54,"70-79"
"2697",2022-02-08,2307,152,14,36,"70-79"
"2698",2022-02-09,2195,146,13,33,"70-79"
"2699",2022-02-10,2076,159,13,31,"70-79"
"2700",2022-02-11,2016,127,17,41,"70-79"
"2701",2022-02-12,1064,98,5,30,"70-79"
"2702",2022-02-13,832,78,8,36,"70-79"
"2703",2022-02-14,1901,129,17,42,"70-79"
"2704",2022-02-15,1670,104,9,44,"70-79"
"2705",2022-02-16,1493,103,14,29,"70-79"
"2706",2022-02-17,1412,104,8,16,"70-79"
"2707",2022-02-18,1444,99,3,31,"70-79"
"2708",2022-02-19,759,77,6,12,"70-79"
"2709",2022-02-20,610,70,2,17,"70-79"
"2710",2022-02-21,1403,88,13,24,"70-79"
"2711",2022-02-22,1371,72,4,27,"70-79"
"2712",2022-02-23,1248,89,7,19,"70-79"
"2713",2022-02-24,1110,81,3,20,"70-79"
"2714",2022-02-25,1090,70,4,21,"70-79"
"2715",2022-02-26,606,63,12,10,"70-79"
"2716",2022-02-27,520,48,5,9,"70-79"
"2717",2022-02-28,1197,74,7,18,"70-79"
"2718",2022-03-01,993,60,5,9,"70-79"
"2719",2022-03-02,1134,57,3,15,"70-79"
"2720",2022-03-03,1106,64,2,14,"70-79"
"2721",2022-03-04,1145,64,4,16,"70-79"
"2722",2022-03-05,705,40,2,10,"70-79"
"2723",2022-03-06,548,55,4,9,"70-79"
"2724",2022-03-07,1295,73,7,12,"70-79"
"2725",2022-03-08,1247,66,6,16,"70-79"
"2726",2022-03-09,1207,66,5,15,"70-79"
"2727",2022-03-10,1287,58,8,12,"70-79"
"2728",2022-03-11,1328,53,6,10,"70-79"
"2729",2022-03-12,817,41,5,11,"70-79"
"2730",2022-03-13,738,60,1,8,"70-79"
"2731",2022-03-14,1675,65,7,12,"70-79"
"2732",2022-03-15,1549,92,7,13,"70-79"
"2733",2022-03-16,1642,79,4,14,"70-79"
"2734",2022-03-17,1625,65,6,7,"70-79"
"2735",2022-03-18,1662,80,3,9,"70-79"
"2736",2022-03-19,893,75,8,13,"70-79"
"2737",2022-03-20,824,62,5,10,"70-79"
"2738",2022-03-21,1994,73,7,11,"70-79"
"2739",2022-03-22,1883,77,13,6,"70-79"
"2740",2022-03-23,1751,76,5,12,"70-79"
"2741",2022-03-24,1657,69,5,7,"70-79"
"2742",2022-03-25,1674,66,3,8,"70-79"
"2743",2022-03-26,891,57,3,4,"70-79"
"2744",2022-03-27,608,60,5,3,"70-79"
"2745",2020-05-11,267,51,2,72,"80+"
"2746",2020-05-12,156,51,1,75,"80+"
"2747",2020-05-13,186,46,1,53,"80+"
"2748",2020-05-14,161,52,0,52,"80+"
"2749",2020-05-15,159,48,0,48,"80+"
"2750",2020-05-16,63,24,0,46,"80+"
"2751",2020-05-17,59,22,1,42,"80+"
"2752",2020-05-18,118,33,2,39,"80+"
"2753",2020-05-19,142,33,0,38,"80+"
"2754",2020-05-20,114,37,0,32,"80+"
"2755",2020-05-21,122,28,1,38,"80+"
"2756",2020-05-22,139,31,0,46,"80+"
"2757",2020-05-23,73,13,0,36,"80+"
"2758",2020-05-24,51,22,1,39,"80+"
"2759",2020-05-25,102,37,1,43,"80+"
"2760",2020-05-26,142,27,0,25,"80+"
"2761",2020-05-27,91,36,2,31,"80+"
"2762",2020-05-28,115,25,0,32,"80+"
"2763",2020-05-29,112,26,0,32,"80+"
"2764",2020-05-30,66,31,1,31,"80+"
"2765",2020-05-31,27,11,1,22,"80+"
"2766",2020-06-01,58,17,0,21,"80+"
"2767",2020-06-02,47,21,0,29,"80+"
"2768",2020-06-03,103,30,2,27,"80+"
"2769",2020-06-04,61,20,0,30,"80+"
"2770",2020-06-05,74,19,2,14,"80+"
"2771",2020-06-06,31,15,0,19,"80+"
"2772",2020-06-07,43,13,1,15,"80+"
"2773",2020-06-08,70,22,1,18,"80+"
"2774",2020-06-09,61,16,0,11,"80+"
"2775",2020-06-10,46,15,0,21,"80+"
"2776",2020-06-11,55,5,0,11,"80+"
"2777",2020-06-12,67,10,0,13,"80+"
"2778",2020-06-13,13,9,0,15,"80+"
"2779",2020-06-14,13,12,0,11,"80+"
"2780",2020-06-15,53,10,1,13,"80+"
"2781",2020-06-16,66,7,0,10,"80+"
"2782",2020-06-17,49,10,1,16,"80+"
"2783",2020-06-18,50,16,1,7,"80+"
"2784",2020-06-19,40,23,0,9,"80+"
"2785",2020-06-20,20,12,1,9,"80+"
"2786",2020-06-21,19,6,0,12,"80+"
"2787",2020-06-22,18,9,1,5,"80+"
"2788",2020-06-23,43,8,2,7,"80+"
"2789",2020-06-24,27,11,2,6,"80+"
"2790",2020-06-25,25,18,0,5,"80+"
"2791",2020-06-26,36,11,1,3,"80+"
"2792",2020-06-27,23,9,2,2,"80+"
"2793",2020-06-28,12,12,0,7,"80+"
"2794",2020-06-29,23,14,1,8,"80+"
"2795",2020-06-30,41,13,1,3,"80+"
"2796",2020-07-01,28,11,0,5,"80+"
"2797",2020-07-02,29,9,0,1,"80+"
"2798",2020-07-03,31,13,1,3,"80+"
"2799",2020-07-04,33,8,0,4,"80+"
"2800",2020-07-05,9,6,0,1,"80+"
"2801",2020-07-06,18,10,0,2,"80+"
"2802",2020-07-07,42,9,0,3,"80+"
"2803",2020-07-08,33,14,1,1,"80+"
"2804",2020-07-09,51,15,0,1,"80+"
"2805",2020-07-10,55,13,0,3,"80+"
"2806",2020-07-11,21,6,0,3,"80+"
"2807",2020-07-12,15,5,0,0,"80+"
"2808",2020-07-13,61,14,0,0,"80+"
"2809",2020-07-14,76,21,0,3,"80+"
"2810",2020-07-15,115,15,0,4,"80+"
"2811",2020-07-16,75,20,0,1,"80+"
"2812",2020-07-17,105,24,1,1,"80+"
"2813",2020-07-18,91,17,0,3,"80+"
"2814",2020-07-19,45,22,0,4,"80+"
"2815",2020-07-20,80,18,0,5,"80+"
"2816",2020-07-21,78,21,1,5,"80+"
"2817",2020-07-22,82,25,0,4,"80+"
"2818",2020-07-23,82,26,0,4,"80+"
"2819",2020-07-24,128,18,0,5,"80+"
"2820",2020-07-25,63,25,0,8,"80+"
"2821",2020-07-26,66,31,0,7,"80+"
"2822",2020-07-27,116,42,0,8,"80+"
"2823",2020-07-28,164,42,2,9,"80+"
"2824",2020-07-29,234,45,1,10,"80+"
"2825",2020-07-30,201,50,0,7,"80+"
"2826",2020-07-31,176,61,1,12,"80+"
"2827",2020-08-01,153,72,2,11,"80+"
"2828",2020-08-02,104,44,2,10,"80+"
"2829",2020-08-03,193,52,1,11,"80+"
"2830",2020-08-04,198,52,1,13,"80+"
"2831",2020-08-05,214,64,2,9,"80+"
"2832",2020-08-06,247,74,1,24,"80+"
"2833",2020-08-07,275,65,1,19,"80+"
"2834",2020-08-08,193,63,2,26,"80+"
"2835",2020-08-09,124,62,2,13,"80+"
"2836",2020-08-10,281,84,3,23,"80+"
"2837",2020-08-11,384,70,3,25,"80+"
"2838",2020-08-12,319,97,3,28,"80+"
"2839",2020-08-13,356,84,3,21,"80+"
"2840",2020-08-14,337,87,0,27,"80+"
"2841",2020-08-15,216,89,2,20,"80+"
"2842",2020-08-16,138,73,2,15,"80+"
"2843",2020-08-17,271,84,0,21,"80+"
"2844",2020-08-18,361,125,2,31,"80+"
"2845",2020-08-19,364,115,3,35,"80+"
"2846",2020-08-20,438,117,0,32,"80+"
"2847",2020-08-21,438,121,4,36,"80+"
"2848",2020-08-22,242,130,4,26,"80+"
"2849",2020-08-23,210,106,3,34,"80+"
"2850",2020-08-24,286,137,3,42,"80+"
"2851",2020-08-25,435,164,3,37,"80+"
"2852",2020-08-26,416,151,0,39,"80+"
"2853",2020-08-27,454,170,5,32,"80+"
"2854",2020-08-28,478,186,3,64,"80+"
"2855",2020-08-29,412,134,5,33,"80+"
"2856",2020-08-30,263,131,4,41,"80+"
"2857",2020-08-31,356,138,1,41,"80+"
"2858",2020-09-01,444,185,3,51,"80+"
"2859",2020-09-02,612,173,6,49,"80+"
"2860",2020-09-03,607,170,6,59,"80+"
"2861",2020-09-04,614,200,4,64,"80+"
"2862",2020-09-05,487,177,2,47,"80+"
"2863",2020-09-06,381,148,6,39,"80+"
"2864",2020-09-07,480,210,6,56,"80+"
"2865",2020-09-08,646,213,5,54,"80+"
"2866",2020-09-09,595,218,2,72,"80+"
"2867",2020-09-10,669,207,2,64,"80+"
"2868",2020-09-11,829,239,4,75,"80+"
"2869",2020-09-12,498,195,0,75,"80+"
"2870",2020-09-13,380,182,2,76,"80+"
"2871",2020-09-14,481,241,3,88,"80+"
"2872",2020-09-15,730,248,2,97,"80+"
"2873",2020-09-16,684,241,6,74,"80+"
"2874",2020-09-17,764,217,5,86,"80+"
"2875",2020-09-18,920,255,6,81,"80+"
"2876",2020-09-19,469,195,4,95,"80+"
"2877",2020-09-20,405,194,3,76,"80+"
"2878",2020-09-21,461,220,8,83,"80+"
"2879",2020-09-22,699,269,3,77,"80+"
"2880",2020-09-23,736,231,4,88,"80+"
"2881",2020-09-24,727,268,2,90,"80+"
"2882",2020-09-25,703,235,4,95,"80+"
"2883",2020-09-26,472,183,1,84,"80+"
"2884",2020-09-27,296,174,2,83,"80+"
"2885",2020-09-28,449,210,4,83,"80+"
"2886",2020-09-29,708,247,8,91,"80+"
"2887",2020-09-30,625,249,2,103,"80+"
"2888",2020-10-01,571,227,1,100,"80+"
"2889",2020-10-02,745,243,6,97,"80+"
"2890",2020-10-03,435,224,5,83,"80+"
"2891",2020-10-04,340,182,2,69,"80+"
"2892",2020-10-05,555,217,5,94,"80+"
"2893",2020-10-06,792,272,9,101,"80+"
"2894",2020-10-07,777,236,4,85,"80+"
"2895",2020-10-08,933,258,2,87,"80+"
"2896",2020-10-09,945,284,4,94,"80+"
"2897",2020-10-10,589,233,6,100,"80+"
"2898",2020-10-11,509,241,3,85,"80+"
"2899",2020-10-12,424,234,2,79,"80+"
"2900",2020-10-13,693,302,8,105,"80+"
"2901",2020-10-14,1016,338,8,90,"80+"
"2902",2020-10-15,1097,284,6,102,"80+"
"2903",2020-10-16,945,300,7,114,"80+"
"2904",2020-10-17,774,263,4,104,"80+"
"2905",2020-10-18,610,281,3,100,"80+"
"2906",2020-10-19,947,351,8,117,"80+"
"2907",2020-10-20,1345,389,5,128,"80+"
"2908",2020-10-21,1592,355,6,120,"80+"
"2909",2020-10-22,1654,393,9,148,"80+"
"2910",2020-10-23,1675,395,9,158,"80+"
"2911",2020-10-24,975,356,8,131,"80+"
"2912",2020-10-25,913,308,7,133,"80+"
"2913",2020-10-26,1185,394,7,156,"80+"
"2914",2020-10-27,1490,434,9,163,"80+"
"2915",2020-10-28,1649,447,7,179,"80+"
"2916",2020-10-29,1767,453,11,172,"80+"
"2917",2020-10-30,1701,460,8,181,"80+"
"2918",2020-10-31,1253,397,6,191,"80+"
"2919",2020-11-01,969,406,4,185,"80+"
"2920",2020-11-02,1237,474,7,202,"80+"
"2921",2020-11-03,1477,501,13,224,"80+"
"2922",2020-11-04,1815,503,7,249,"80+"
"2923",2020-11-05,1729,472,10,219,"80+"
"2924",2020-11-06,1698,504,5,251,"80+"
"2925",2020-11-07,1180,418,12,206,"80+"
"2926",2020-11-08,841,343,9,220,"80+"
"2927",2020-11-09,1124,460,13,219,"80+"
"2928",2020-11-10,1641,494,14,229,"80+"
"2929",2020-11-11,1429,438,8,259,"80+"
"2930",2020-11-12,1626,424,7,249,"80+"
"2931",2020-11-13,1308,437,6,236,"80+"
"2932",2020-11-14,810,350,6,204,"80+"
"2933",2020-11-15,540,305,8,193,"80+"
"2934",2020-11-16,972,414,8,238,"80+"
"2935",2020-11-17,1214,419,6,249,"80+"
"2936",2020-11-18,1156,391,7,211,"80+"
"2937",2020-11-19,992,334,8,228,"80+"
"2938",2020-11-20,956,344,7,231,"80+"
"2939",2020-11-21,616,265,3,194,"80+"
"2940",2020-11-22,461,212,4,175,"80+"
"2941",2020-11-23,679,271,7,196,"80+"
"2942",2020-11-24,895,314,6,165,"80+"
"2943",2020-11-25,898,270,7,201,"80+"
"2944",2020-11-26,849,287,10,182,"80+"
"2945",2020-11-27,838,280,6,177,"80+"
"2946",2020-11-28,491,231,4,146,"80+"
"2947",2020-11-29,385,198,4,145,"80+"
"2948",2020-11-30,555,231,7,141,"80+"
"2949",2020-12-01,897,275,7,146,"80+"
"2950",2020-12-02,680,231,6,153,"80+"
"2951",2020-12-03,619,240,5,167,"80+"
"2952",2020-12-04,619,238,5,160,"80+"
"2953",2020-12-05,358,170,3,136,"80+"
"2954",2020-12-06,288,192,6,118,"80+"
"2955",2020-12-07,500,209,8,137,"80+"
"2956",2020-12-08,366,214,7,124,"80+"
"2957",2020-12-09,672,211,7,141,"80+"
"2958",2020-12-10,818,224,1,118,"80+"
"2959",2020-12-11,787,249,1,139,"80+"
"2960",2020-12-12,459,200,5,116,"80+"
"2961",2020-12-13,326,174,3,109,"80+"
"2962",2020-12-14,588,250,4,107,"80+"
"2963",2020-12-15,974,258,4,116,"80+"
"2964",2020-12-16,904,233,5,102,"80+"
"2965",2020-12-17,698,230,1,113,"80+"
"2966",2020-12-18,688,235,3,115,"80+"
"2967",2020-12-19,442,177,2,105,"80+"
"2968",2020-12-20,322,172,3,106,"80+"
"2969",2020-12-21,664,235,2,97,"80+"
"2970",2020-12-22,942,259,5,126,"80+"
"2971",2020-12-23,830,249,3,126,"80+"
"2972",2020-12-24,630,213,6,117,"80+"
"2973",2020-12-25,315,191,2,96,"80+"
"2974",2020-12-26,428,189,5,118,"80+"
"2975",2020-12-27,462,241,7,115,"80+"
"2976",2020-12-28,843,283,6,128,"80+"
"2977",2020-12-29,1079,306,5,109,"80+"
"2978",2020-12-30,1182,306,10,125,"80+"
"2979",2020-12-31,961,261,10,117,"80+"
"2980",2021-01-01,571,247,4,123,"80+"
"2981",2021-01-02,677,264,4,115,"80+"
"2982",2021-01-03,662,278,4,115,"80+"
"2983",2021-01-04,1213,406,6,120,"80+"
"2984",2021-01-05,1703,400,5,162,"80+"
"2985",2021-01-06,926,334,7,117,"80+"
"2986",2021-01-07,1473,411,8,151,"80+"
"2987",2021-01-08,1842,456,12,165,"80+"
"2988",2021-01-09,1172,375,10,166,"80+"
"2989",2021-01-10,950,374,4,173,"80+"
"2990",2021-01-11,1907,504,11,180,"80+"
"2991",2021-01-12,2254,588,10,208,"80+"
"2992",2021-01-13,2374,610,4,181,"80+"
"2993",2021-01-14,2255,668,11,209,"80+"
"2994",2021-01-15,2519,675,12,280,"80+"
"2995",2021-01-16,1748,619,8,253,"80+"
"2996",2021-01-17,1334,615,12,257,"80+"
"2997",2021-01-18,2206,712,6,283,"80+"
"2998",2021-01-19,2652,790,13,334,"80+"
"2999",2021-01-20,2699,824,17,322,"80+"
"3000",2021-01-21,2612,819,12,351,"80+"
"3001",2021-01-22,2629,821,11,391,"80+"
"3002",2021-01-23,1638,646,6,332,"80+"
"3003",2021-01-24,1158,601,6,357,"80+"
"3004",2021-01-25,2107,772,9,360,"80+"
"3005",2021-01-26,2327,766,8,360,"80+"
"3006",2021-01-27,2160,750,12,420,"80+"
"3007",2021-01-28,1928,674,5,364,"80+"
"3008",2021-01-29,1917,684,12,362,"80+"
"3009",2021-01-30,1077,553,6,351,"80+"
"3010",2021-01-31,691,461,6,315,"80+"
"3011",2021-02-01,1311,579,8,354,"80+"
"3012",2021-02-02,1571,586,8,320,"80+"
"3013",2021-02-03,1396,513,13,302,"80+"
"3014",2021-02-04,1208,482,4,315,"80+"
"3015",2021-02-05,1175,464,8,293,"80+"
"3016",2021-02-06,622,336,11,248,"80+"
"3017",2021-02-07,393,302,3,261,"80+"
"3018",2021-02-08,758,379,4,266,"80+"
"3019",2021-02-09,845,347,6,242,"80+"
"3020",2021-02-10,752,310,3,273,"80+"
"3021",2021-02-11,591,268,10,231,"80+"
"3022",2021-02-12,627,299,2,211,"80+"
"3023",2021-02-13,349,217,3,193,"80+"
"3024",2021-02-14,220,150,2,151,"80+"
"3025",2021-02-15,466,202,3,169,"80+"
"3026",2021-02-16,519,223,5,161,"80+"
"3027",2021-02-17,476,206,6,133,"80+"
"3028",2021-02-18,424,181,3,134,"80+"
"3029",2021-02-19,394,172,2,121,"80+"
"3030",2021-02-20,202,137,2,93,"80+"
"3031",2021-02-21,147,117,1,111,"80+"
"3032",2021-02-22,351,171,4,118,"80+"
"3033",2021-02-23,344,175,7,83,"80+"
"3034",2021-02-24,305,133,5,109,"80+"
"3035",2021-02-25,280,138,4,108,"80+"
"3036",2021-02-26,300,162,2,91,"80+"
"3037",2021-02-27,153,89,5,88,"80+"
"3038",2021-02-28,110,82,0,76,"80+"
"3039",2021-03-01,254,101,4,74,"80+"
"3040",2021-03-02,255,112,4,84,"80+"
"3041",2021-03-03,264,107,1,72,"80+"
"3042",2021-03-04,252,128,3,79,"80+"
"3043",2021-03-05,278,125,5,64,"80+"
"3044",2021-03-06,159,100,4,62,"80+"
"3045",2021-03-07,104,93,1,41,"80+"
"3046",2021-03-08,232,127,3,56,"80+"
"3047",2021-03-09,220,135,2,66,"80+"
"3048",2021-03-10,230,100,3,50,"80+"
"3049",2021-03-11,260,93,3,53,"80+"
"3050",2021-03-12,289,92,2,57,"80+"
"3051",2021-03-13,136,85,4,49,"80+"
"3052",2021-03-14,106,81,1,40,"80+"
"3053",2021-03-15,236,115,0,49,"80+"
"3054",2021-03-16,255,93,4,58,"80+"
"3055",2021-03-17,256,115,3,59,"80+"
"3056",2021-03-18,225,89,4,35,"80+"
"3057",2021-03-19,211,86,2,37,"80+"
"3058",2021-03-20,118,79,1,41,"80+"
"3059",2021-03-21,114,63,2,35,"80+"
"3060",2021-03-22,246,91,5,45,"80+"
"3061",2021-03-23,295,98,5,42,"80+"
"3062",2021-03-24,232,94,2,38,"80+"
"3063",2021-03-25,257,104,2,31,"80+"
"3064",2021-03-26,274,84,2,45,"80+"
"3065",2021-03-27,161,85,3,37,"80+"
"3066",2021-03-28,140,75,0,37,"80+"
"3067",2021-03-29,307,124,1,42,"80+"
"3068",2021-03-30,308,108,1,36,"80+"
"3069",2021-03-31,323,104,2,44,"80+"
"3070",2021-04-01,214,99,0,50,"80+"
"3071",2021-04-02,152,83,3,34,"80+"
"3072",2021-04-03,158,89,3,40,"80+"
"3073",2021-04-04,166,85,2,36,"80+"
"3074",2021-04-05,222,121,4,44,"80+"
"3075",2021-04-06,321,103,6,59,"80+"
"3076",2021-04-07,338,108,3,51,"80+"
"3077",2021-04-08,288,89,3,48,"80+"
"3078",2021-04-09,284,110,1,41,"80+"
"3079",2021-04-10,185,85,2,41,"80+"
"3080",2021-04-11,155,65,2,26,"80+"
"3081",2021-04-12,260,90,4,42,"80+"
"3082",2021-04-13,304,102,4,40,"80+"
"3083",2021-04-14,290,92,2,51,"80+"
"3084",2021-04-15,274,86,4,36,"80+"
"3085",2021-04-16,279,103,1,36,"80+"
"3086",2021-04-17,144,75,2,36,"80+"
"3087",2021-04-18,129,69,3,20,"80+"
"3088",2021-04-19,224,89,1,39,"80+"
"3089",2021-04-20,294,94,2,39,"80+"
"3090",2021-04-21,257,83,3,33,"80+"
"3091",2021-04-22,210,66,4,28,"80+"
"3092",2021-04-23,234,62,0,30,"80+"
"3093",2021-04-24,135,64,0,44,"80+"
"3094",2021-04-25,98,42,3,29,"80+"
"3095",2021-04-26,209,73,1,29,"80+"
"3096",2021-04-27,232,58,0,22,"80+"
"3097",2021-04-28,213,58,1,22,"80+"
"3098",2021-04-29,212,68,0,26,"80+"
"3099",2021-04-30,174,49,2,28,"80+"
"3100",2021-05-01,98,46,1,17,"80+"
"3101",2021-05-02,72,33,1,25,"80+"
"3102",2021-05-03,141,40,1,28,"80+"
"3103",2021-05-04,146,46,2,25,"80+"
"3104",2021-05-05,138,38,0,26,"80+"
"3105",2021-05-06,140,43,1,23,"80+"
"3106",2021-05-07,132,39,1,18,"80+"
"3107",2021-05-08,63,41,1,17,"80+"
"3108",2021-05-09,58,28,1,15,"80+"
"3109",2021-05-10,118,40,0,19,"80+"
"3110",2021-05-11,108,25,2,14,"80+"
"3111",2021-05-12,92,31,1,15,"80+"
"3112",2021-05-13,92,25,2,21,"80+"
"3113",2021-05-14,89,34,0,16,"80+"
"3114",2021-05-15,63,26,1,19,"80+"
"3115",2021-05-16,44,21,2,11,"80+"
"3116",2021-05-17,91,23,1,12,"80+"
"3117",2021-05-18,96,31,1,9,"80+"
"3118",2021-05-19,82,27,1,10,"80+"
"3119",2021-05-20,83,16,0,10,"80+"
"3120",2021-05-21,86,21,0,18,"80+"
"3121",2021-05-22,43,18,1,12,"80+"
"3122",2021-05-23,34,13,1,11,"80+"
"3123",2021-05-24,65,15,0,10,"80+"
"3124",2021-05-25,65,25,0,5,"80+"
"3125",2021-05-26,93,16,0,6,"80+"
"3126",2021-05-27,79,16,0,5,"80+"
"3127",2021-05-28,93,18,0,10,"80+"
"3128",2021-05-29,47,19,0,5,"80+"
"3129",2021-05-30,36,15,0,3,"80+"
"3130",2021-05-31,88,16,1,16,"80+"
"3131",2021-06-01,97,25,2,6,"80+"
"3132",2021-06-02,94,21,1,9,"80+"
"3133",2021-06-03,56,16,1,6,"80+"
"3134",2021-06-04,80,20,0,9,"80+"
"3135",2021-06-05,52,16,0,9,"80+"
"3136",2021-06-06,31,19,0,7,"80+"
"3137",2021-06-07,81,24,0,8,"80+"
"3138",2021-06-08,48,15,0,7,"80+"
"3139",2021-06-09,54,4,0,3,"80+"
"3140",2021-06-10,51,22,0,8,"80+"
"3141",2021-06-11,64,30,0,6,"80+"
"3142",2021-06-12,47,14,0,9,"80+"
"3143",2021-06-13,23,20,0,5,"80+"
"3144",2021-06-14,53,13,0,2,"80+"
"3145",2021-06-15,61,21,0,6,"80+"
"3146",2021-06-16,58,18,0,9,"80+"
"3147",2021-06-17,48,12,0,6,"80+"
"3148",2021-06-18,68,16,0,9,"80+"
"3149",2021-06-19,30,17,0,2,"80+"
"3150",2021-06-20,19,10,0,4,"80+"
"3151",2021-06-21,51,12,0,5,"80+"
"3152",2021-06-22,48,14,0,10,"80+"
"3153",2021-06-23,58,15,1,5,"80+"
"3154",2021-06-24,42,19,1,6,"80+"
"3155",2021-06-25,66,18,0,4,"80+"
"3156",2021-06-26,61,20,1,5,"80+"
"3157",2021-06-27,31,23,0,7,"80+"
"3158",2021-06-28,67,24,0,6,"80+"
"3159",2021-06-29,100,19,1,5,"80+"
"3160",2021-06-30,110,15,1,6,"80+"
"3161",2021-07-01,96,29,0,6,"80+"
"3162",2021-07-02,123,28,1,3,"80+"
"3163",2021-07-03,69,30,0,8,"80+"
"3164",2021-07-04,53,20,1,7,"80+"
"3165",2021-07-05,155,32,0,3,"80+"
"3166",2021-07-06,166,40,0,3,"80+"
"3167",2021-07-07,188,37,1,3,"80+"
"3168",2021-07-08,219,47,1,4,"80+"
"3169",2021-07-09,304,65,0,9,"80+"
"3170",2021-07-10,183,50,1,11,"80+"
"3171",2021-07-11,169,51,1,7,"80+"
"3172",2021-07-12,350,67,1,10,"80+"
"3173",2021-07-13,394,64,1,7,"80+"
"3174",2021-07-14,427,105,0,11,"80+"
"3175",2021-07-15,474,91,2,12,"80+"
"3176",2021-07-16,534,77,2,19,"80+"
"3177",2021-07-17,391,113,1,12,"80+"
"3178",2021-07-18,316,103,1,16,"80+"
"3179",2021-07-19,714,140,1,20,"80+"
"3180",2021-07-20,707,185,2,27,"80+"
"3181",2021-07-21,757,151,4,32,"80+"
"3182",2021-07-22,747,171,0,33,"80+"
"3183",2021-07-23,788,158,3,34,"80+"
"3184",2021-07-24,482,149,1,58,"80+"
"3185",2021-07-25,363,138,3,37,"80+"
"3186",2021-07-26,716,188,2,44,"80+"
"3187",2021-07-27,882,185,0,51,"80+"
"3188",2021-07-28,812,180,2,47,"80+"
"3189",2021-07-29,760,185,5,49,"80+"
"3190",2021-07-30,801,179,3,60,"80+"
"3191",2021-07-31,516,183,0,62,"80+"
"3192",2021-08-01,346,121,3,53,"80+"
"3193",2021-08-02,651,167,2,61,"80+"
"3194",2021-08-03,734,223,2,71,"80+"
"3195",2021-08-04,680,194,3,72,"80+"
"3196",2021-08-05,705,199,6,62,"80+"
"3197",2021-08-06,775,203,7,77,"80+"
"3198",2021-08-07,422,145,5,60,"80+"
"3199",2021-08-08,357,138,6,56,"80+"
"3200",2021-08-09,695,201,2,77,"80+"
"3201",2021-08-10,751,169,2,70,"80+"
"3202",2021-08-11,681,196,1,73,"80+"
"3203",2021-08-12,580,167,3,75,"80+"
"3204",2021-08-13,678,180,4,77,"80+"
"3205",2021-08-14,364,160,3,76,"80+"
"3206",2021-08-15,285,146,0,79,"80+"
"3207",2021-08-16,459,158,1,66,"80+"
"3208",2021-08-17,572,173,1,82,"80+"
"3209",2021-08-18,579,185,1,68,"80+"
"3210",2021-08-19,595,160,0,62,"80+"
"3211",2021-08-20,569,137,2,58,"80+"
"3212",2021-08-21,369,140,0,57,"80+"
"3213",2021-08-22,263,113,0,49,"80+"
"3214",2021-08-23,484,147,1,61,"80+"
"3215",2021-08-24,572,151,1,54,"80+"
"3216",2021-08-25,480,147,0,75,"80+"
"3217",2021-08-26,472,150,3,57,"80+"
